Day,HR,Demand (MW)
06-FEB-2013,10,46914.0
06-FEB-2013,11,47025.5
06-FEB-2013,12,46957.5
06-FEB-2013,13,46680.0
06-FEB-2013,14,46647.5
06-FEB-2013,15,46726.5
06-FEB-2013,16,48838.5
06-FEB-2013,17,52192.5
06-FEB-2013,18,52491.5
06-FEB-2013,19,50591.5
06-FEB-2013,20,47665.5
06-FEB-2013,21,43841.5
06-FEB-2013,22,39289.0
06-FEB-2013,23,36020.5
07-FEB-2013,0,35786.5
07-FEB-2013,1,35608.0
07-FEB-2013,2,35056.5
07-FEB-2013,3,34599.5
07-FEB-2013,4,33761.0
07-FEB-2013,5,34500.0
07-FEB-2013,6,39179.0
07-FEB-2013,7,45519.0
07-FEB-2013,8,47106.0
07-FEB-2013,9,48408.5
07-FEB-2013,10,48513.5
07-FEB-2013,11,48609.0
07-FEB-2013,12,48761.5
07-FEB-2013,13,48508.5
07-FEB-2013,14,48560.5
07-FEB-2013,15,48644.5
07-FEB-2013,16,50389.5
07-FEB-2013,17,52710.0
07-FEB-2013,18,53136.0
07-FEB-2013,19,51399.0
07-FEB-2013,20,48379.0
07-FEB-2013,21,44318.5
07-FEB-2013,22,39879.5
07-FEB-2013,23,36337.0
08-FEB-2013,0,36119.0
08-FEB-2013,1,35767.5
08-FEB-2013,2,35111.5
08-FEB-2013,3,34719.0
08-FEB-2013,4,33903.0
08-FEB-2013,5,34872.5
08-FEB-2013,6,39676.5
08-FEB-2013,7,45355.5
08-FEB-2013,8,47323.5
08-FEB-2013,9,48295.5
08-FEB-2013,10,47903.5
08-FEB-2013,11,47624.0
08-FEB-2013,12,47318.5
08-FEB-2013,13,46592.0
08-FEB-2013,14,46301.5
08-FEB-2013,15,45974.5
08-FEB-2013,16,47667.5
08-FEB-2013,17,51146.5
08-FEB-2013,18,51178.5
08-FEB-2013,19,48827.0
08-FEB-2013,20,45828.0
08-FEB-2013,21,42327.5
08-FEB-2013,22,38650.0
08-FEB-2013,23,36244.5
09-FEB-2013,0,35706.0
09-FEB-2013,1,35303.5
09-FEB-2013,2,34644.0
09-FEB-2013,3,33560.5
09-FEB-2013,4,32432.0
09-FEB-2013,5,32223.0
09-FEB-2013,6,33528.5
09-FEB-2013,7,35048.0
09-FEB-2013,8,38632.0
09-FEB-2013,9,42289.0
09-FEB-2013,10,43694.0
09-FEB-2013,11,43873.0
09-FEB-2013,12,43741.0
09-FEB-2013,13,43015.0
09-FEB-2013,14,42590.5
09-FEB-2013,15,42375.0
09-FEB-2013,16,43683.0
09-FEB-2013,17,47794.5
09-FEB-2013,18,47533.5
09-FEB-2013,19,45037.0
09-FEB-2013,20,42227.5
09-FEB-2013,21,39272.5
09-FEB-2013,22,36678.0
09-FEB-2013,23,34637.5
10-FEB-2013,0,34292.0
10-FEB-2013,1,33997.0
10-FEB-2013,2,32973.5
10-FEB-2013,3,31711.5
10-FEB-2013,4,30502.0
10-FEB-2013,5,30209.5
10-FEB-2013,6,30431.5
10-FEB-2013,7,30475.0
10-FEB-2013,8,33302.0
10-FEB-2013,9,37582.5
10-FEB-2013,10,40758.5
10-FEB-2013,11,42644.5
10-FEB-2013,12,43808.0
10-FEB-2013,13,43517.0
10-FEB-2013,14,43344.5
10-FEB-2013,15,43367.5
10-FEB-2013,16,44278.0
10-FEB-2013,17,47084.5
10-FEB-2013,18,46676.0
10-FEB-2013,19,44855.5
10-FEB-2013,20,42420.0
10-FEB-2013,21,39632.0
10-FEB-2013,22,36162.5
10-FEB-2013,23,33359.5
11-FEB-2013,0,33450.5
11-FEB-2013,1,33487.5
11-FEB-2013,2,33189.5
11-FEB-2013,3,32749.0
11-FEB-2013,4,31832.0
11-FEB-2013,5,32895.0
11-FEB-2013,6,37248.5
11-FEB-2013,7,43493.5
11-FEB-2013,8,46340.5
11-FEB-2013,9,48723.0
11-FEB-2013,10,49513.5
11-FEB-2013,11,49814.0
11-FEB-2013,12,50048.0
11-FEB-2013,13,49888.0
11-FEB-2013,14,49715.0
11-FEB-2013,15,49647.5
11-FEB-2013,16,51075.0
11-FEB-2013,17,52670.5
11-FEB-2013,18,53084.0
11-FEB-2013,19,51768.5
11-FEB-2013,20,48689.0
11-FEB-2013,21,44673.0
11-FEB-2013,22,40203.0
11-FEB-2013,23,36790.5
12-FEB-2013,0,36434.0
12-FEB-2013,1,36655.0
12-FEB-2013,2,35979.0
12-FEB-2013,3,35326.5
12-FEB-2013,4,34411.0
12-FEB-2013,5,35362.5
12-FEB-2013,6,39477.5
12-FEB-2013,7,45015.0
12-FEB-2013,8,47629.5
12-FEB-2013,9,49345.0
12-FEB-2013,10,49839.5
12-FEB-2013,11,50422.5
12-FEB-2013,12,50758.5
12-FEB-2013,13,50611.5
12-FEB-2013,14,50633.0
12-FEB-2013,15,50557.5
12-FEB-2013,16,51716.5
12-FEB-2013,17,53377.5
12-FEB-2013,18,53585.5
12-FEB-2013,19,52309.0
12-FEB-2013,20,49702.0
12-FEB-2013,21,45747.5
12-FEB-2013,22,41077.0
12-FEB-2013,23,37507.5
13-FEB-2013,0,37238.0
13-FEB-2013,1,36527.5
13-FEB-2013,2,35876.5
13-FEB-2013,3,35790.0
13-FEB-2013,4,35148.0
13-FEB-2013,5,36102.0
13-FEB-2013,6,40142.0
13-FEB-2013,7,45721.5
13-FEB-2013,8,47720.5
13-FEB-2013,9,49211.0
13-FEB-2013,10,49899.5
13-FEB-2013,11,50300.5
13-FEB-2013,12,50667.5
13-FEB-2013,13,50729.5
13-FEB-2013,14,50720.5
13-FEB-2013,15,50667.5
13-FEB-2013,16,52134.5
13-FEB-2013,17,53612.0
13-FEB-2013,18,52995.5
13-FEB-2013,19,51754.0
13-FEB-2013,20,48844.5
13-FEB-2013,21,45293.5
13-FEB-2013,22,40482.5
13-FEB-2013,23,36678.5
14-FEB-2013,0,36000.5
14-FEB-2013,1,36040.5
14-FEB-2013,2,35451.0
14-FEB-2013,3,34849.0
14-FEB-2013,4,33985.5
14-FEB-2013,5,34552.0
14-FEB-2013,6,39283.5
14-FEB-2013,7,44227.0
14-FEB-2013,8,46211.0
14-FEB-2013,9,47267.5
14-FEB-2013,10,47308.5
14-FEB-2013,11,47060.0
14-FEB-2013,12,46751.0
14-FEB-2013,13,46304.0
14-FEB-2013,14,45905.5
14-FEB-2013,15,45661.0
14-FEB-2013,16,47355.5
14-FEB-2013,17,50823.5
14-FEB-2013,18,52182.0
14-FEB-2013,19,49958.5
14-FEB-2013,20,46913.5
14-FEB-2013,21,42902.0
14-FEB-2013,22,38663.5
14-FEB-2013,23,35552.5
15-FEB-2013,0,35286.5
15-FEB-2013,1,35221.0
15-FEB-2013,2,34469.0
15-FEB-2013,3,33740.5
15-FEB-2013,4,32978.0
15-FEB-2013,5,34111.5
15-FEB-2013,6,37411.5
15-FEB-2013,7,42910.5
15-FEB-2013,8,45357.0
15-FEB-2013,9,46701.5
15-FEB-2013,10,46395.5
15-FEB-2013,11,45936.0
15-FEB-2013,12,45643.5
15-FEB-2013,13,45156.0
15-FEB-2013,14,44800.5
15-FEB-2013,15,44815.5
15-FEB-2013,16,46169.5
15-FEB-2013,17,49428.0
15-FEB-2013,18,50614.5
15-FEB-2013,19,48091.5
15-FEB-2013,20,44918.5
15-FEB-2013,21,41480.0
15-FEB-2013,22,37943.0
15-FEB-2013,23,35205.0
16-FEB-2013,0,34906.0
16-FEB-2013,1,34967.0
16-FEB-2013,2,33826.5
16-FEB-2013,3,32841.5
16-FEB-2013,4,31939.0
16-FEB-2013,5,31711.0
16-FEB-2013,6,32250.5
16-FEB-2013,7,34042.5
16-FEB-2013,8,37693.0
16-FEB-2013,9,40616.5
16-FEB-2013,10,41458.5
16-FEB-2013,11,40945.0
16-FEB-2013,12,40407.0
16-FEB-2013,13,39485.0
16-FEB-2013,14,38940.5
16-FEB-2013,15,38643.5
16-FEB-2013,16,39886.5
16-FEB-2013,17,44518.0
16-FEB-2013,18,46117.5
16-FEB-2013,19,43795.5
16-FEB-2013,20,41204.5
16-FEB-2013,21,38320.0
16-FEB-2013,22,35642.5
16-FEB-2013,23,33847.0
17-FEB-2013,0,33279.5
17-FEB-2013,1,32728.5
17-FEB-2013,2,31913.5
17-FEB-2013,3,31090.0
17-FEB-2013,4,30360.0
17-FEB-2013,5,30411.0
17-FEB-2013,6,30513.5
17-FEB-2013,7,31246.0
17-FEB-2013,8,33260.5
17-FEB-2013,9,36216.0
17-FEB-2013,10,38010.5
17-FEB-2013,11,38533.0
17-FEB-2013,12,38595.0
17-FEB-2013,13,37824.5
17-FEB-2013,14,37543.0
17-FEB-2013,15,37714.0
17-FEB-2013,16,39334.0
17-FEB-2013,17,43371.0
17-FEB-2013,18,45493.5
17-FEB-2013,19,43908.5
17-FEB-2013,20,41351.0
17-FEB-2013,21,38622.0
17-FEB-2013,22,35341.5
17-FEB-2013,23,32456.0
18-FEB-2013,0,32572.0
18-FEB-2013,1,32914.5
18-FEB-2013,2,32382.5
18-FEB-2013,3,31726.5
18-FEB-2013,4,31150.5
18-FEB-2013,5,31999.0
18-FEB-2013,6,36451.0
18-FEB-2013,7,41134.5
18-FEB-2013,8,44603.5
18-FEB-2013,9,46455.5
18-FEB-2013,10,46513.0
18-FEB-2013,11,46176.5
18-FEB-2013,12,45827.0
18-FEB-2013,13,45008.0
18-FEB-2013,14,44565.5
18-FEB-2013,15,44357.5
18-FEB-2013,16,45668.5
18-FEB-2013,17,49384.0
18-FEB-2013,18,51690.5
18-FEB-2013,19,49647.5
18-FEB-2013,20,46867.5
18-FEB-2013,21,43206.0
18-FEB-2013,22,39142.5
18-FEB-2013,23,35954.5
19-FEB-2013,0,35647.5
19-FEB-2013,1,35619.0
19-FEB-2013,2,34914.5
19-FEB-2013,3,34110.5
19-FEB-2013,4,33972.5
19-FEB-2013,5,35074.0
19-FEB-2013,6,38704.0
19-FEB-2013,7,43393.5
19-FEB-2013,8,46142.0
19-FEB-2013,9,47359.5
19-FEB-2013,10,47034.0
19-FEB-2013,11,46542.5
19-FEB-2013,12,45956.0
19-FEB-2013,13,44957.0
19-FEB-2013,14,44429.5
19-FEB-2013,15,44366.0
19-FEB-2013,16,45847.0
19-FEB-2013,17,49378.0
19-FEB-2013,18,51890.5
19-FEB-2013,19,49920.5
19-FEB-2013,20,46850.5
19-FEB-2013,21,43115.5
19-FEB-2013,22,38720.5
19-FEB-2013,23,35401.5
20-FEB-2013,0,35189.5
20-FEB-2013,1,35202.5
20-FEB-2013,2,34466.5
20-FEB-2013,3,33742.0
20-FEB-2013,4,33009.5
20-FEB-2013,5,34320.5
20-FEB-2013,6,37752.0
20-FEB-2013,7,42892.0
20-FEB-2013,8,46320.0
20-FEB-2013,9,47469.5
20-FEB-2013,10,47934.0
20-FEB-2013,11,48180.5
20-FEB-2013,12,48162.5
20-FEB-2013,13,47600.0
20-FEB-2013,14,47150.5
20-FEB-2013,15,47072.0
20-FEB-2013,16,48123.0
20-FEB-2013,17,50954.5
20-FEB-2013,18,52511.5
20-FEB-2013,19,50500.0
20-FEB-2013,20,47502.5
20-FEB-2013,21,43736.0
20-FEB-2013,22,39561.5
20-FEB-2013,23,35997.5
21-FEB-2013,0,35353.5
21-FEB-2013,1,35208.0
21-FEB-2013,2,34606.5
21-FEB-2013,3,34374.5
21-FEB-2013,4,33580.0
21-FEB-2013,5,35085.5
21-FEB-2013,6,39016.5
21-FEB-2013,7,43334.5
21-FEB-2013,8,46838.0
21-FEB-2013,9,48530.0
21-FEB-2013,10,48886.5
21-FEB-2013,11,49070.5
21-FEB-2013,12,49085.0
21-FEB-2013,13,48987.5
21-FEB-2013,14,48845.0
21-FEB-2013,15,48767.0
21-FEB-2013,16,49971.5
21-FEB-2013,17,51923.0
21-FEB-2013,18,52959.5
21-FEB-2013,19,51388.0
21-FEB-2013,20,48653.5
21-FEB-2013,21,44876.0
21-FEB-2013,22,40524.0
21-FEB-2013,23,37358.0
22-FEB-2013,0,36864.0
22-FEB-2013,1,36871.5
22-FEB-2013,2,36188.5
22-FEB-2013,3,35666.5
22-FEB-2013,4,35200.5
22-FEB-2013,5,36253.5
22-FEB-2013,6,39282.0
22-FEB-2013,7,44344.0
22-FEB-2013,8,47157.0
22-FEB-2013,9,49210.5
22-FEB-2013,10,49826.0
22-FEB-2013,11,50083.5
22-FEB-2013,12,50352.0
22-FEB-2013,13,49967.0
22-FEB-2013,14,49677.5
22-FEB-2013,15,49420.5
22-FEB-2013,16,50088.0
22-FEB-2013,17,52116.0
22-FEB-2013,18,52663.5
22-FEB-2013,19,50489.5
22-FEB-2013,20,47113.5
22-FEB-2013,21,43752.5
22-FEB-2013,22,40114.0
22-FEB-2013,23,37142.5
23-FEB-2013,0,36788.5
23-FEB-2013,1,36339.5
23-FEB-2013,2,35619.0
23-FEB-2013,3,34845.0
23-FEB-2013,4,33848.0
23-FEB-2013,5,33520.0
23-FEB-2013,6,34627.5
23-FEB-2013,7,35629.0
23-FEB-2013,8,39596.0
23-FEB-2013,9,43108.0
23-FEB-2013,10,44360.5
23-FEB-2013,11,44718.0
23-FEB-2013,12,44784.0
23-FEB-2013,13,44078.0
23-FEB-2013,14,43557.5
23-FEB-2013,15,43311.0
23-FEB-2013,16,44154.0
23-FEB-2013,17,47202.5
23-FEB-2013,18,48726.0
23-FEB-2013,19,46581.5
23-FEB-2013,20,43743.5
23-FEB-2013,21,40762.5
23-FEB-2013,22,37975.5
23-FEB-2013,23,35870.0
24-FEB-2013,0,35825.5
24-FEB-2013,1,35211.5
24-FEB-2013,2,34171.5
24-FEB-2013,3,33622.5
24-FEB-2013,4,32523.0
24-FEB-2013,5,31959.5
24-FEB-2013,6,32219.0
24-FEB-2013,7,32197.5
24-FEB-2013,8,35210.0
24-FEB-2013,9,39431.0
24-FEB-2013,10,41985.5
24-FEB-2013,11,43315.0
24-FEB-2013,12,44272.5
24-FEB-2013,13,44020.5
24-FEB-2013,14,43906.0
24-FEB-2013,15,43962.0
24-FEB-2013,16,44994.0
24-FEB-2013,17,47051.0
24-FEB-2013,18,48617.0
24-FEB-2013,19,47035.0
24-FEB-2013,20,44331.0
24-FEB-2013,21,41236.5
24-FEB-2013,22,37747.5
24-FEB-2013,23,34799.0
25-FEB-2013,0,34795.5
25-FEB-2013,1,34577.0
25-FEB-2013,2,34364.5
25-FEB-2013,3,34140.5
25-FEB-2013,4,33728.5
25-FEB-2013,5,35307.5
25-FEB-2013,6,39928.5
25-FEB-2013,7,45487.0
25-FEB-2013,8,47852.0
25-FEB-2013,9,49000.5
25-FEB-2013,10,49621.5
25-FEB-2013,11,49931.0
25-FEB-2013,12,50224.5
25-FEB-2013,13,49997.5
25-FEB-2013,14,49946.5
25-FEB-2013,15,49758.0
25-FEB-2013,16,51169.5
25-FEB-2013,17,52413.5
25-FEB-2013,18,52636.5
25-FEB-2013,19,51222.0
25-FEB-2013,20,48387.5
25-FEB-2013,21,44398.0
25-FEB-2013,22,40048.0
25-FEB-2013,23,37166.5
26-FEB-2013,0,36538.5
26-FEB-2013,1,36296.0
26-FEB-2013,2,35875.5
26-FEB-2013,3,35581.5
26-FEB-2013,4,34927.5
26-FEB-2013,5,35518.0
26-FEB-2013,6,40217.0
26-FEB-2013,7,46095.0
26-FEB-2013,8,48606.0
26-FEB-2013,9,49376.5
26-FEB-2013,10,49286.0
26-FEB-2013,11,49620.5
26-FEB-2013,12,49798.0
26-FEB-2013,13,49393.0
26-FEB-2013,14,49299.0
26-FEB-2013,15,49454.5
26-FEB-2013,16,50975.0
26-FEB-2013,17,52486.5
26-FEB-2013,18,53185.0
26-FEB-2013,19,51664.0
26-FEB-2013,20,48747.5
26-FEB-2013,21,44798.0
26-FEB-2013,22,40367.5
26-FEB-2013,23,37604.5
27-FEB-2013,0,37118.0
27-FEB-2013,1,37023.0
27-FEB-2013,2,36039.0
27-FEB-2013,3,35659.0
27-FEB-2013,4,35151.5
27-FEB-2013,5,36264.5
27-FEB-2013,6,40233.5
27-FEB-2013,7,46204.0
27-FEB-2013,8,48507.5
27-FEB-2013,9,48845.5
27-FEB-2013,10,48986.0
27-FEB-2013,11,48768.5
27-FEB-2013,12,48440.5
27-FEB-2013,13,47577.0
27-FEB-2013,14,46767.0
27-FEB-2013,15,45886.5
27-FEB-2013,16,47347.0
27-FEB-2013,17,49172.0
27-FEB-2013,18,52435.0
27-FEB-2013,19,51277.5
27-FEB-2013,20,48469.0
27-FEB-2013,21,44603.5
27-FEB-2013,22,40461.0
27-FEB-2013,23,36498.5
28-FEB-2013,0,36285.0
28-FEB-2013,1,35768.0
28-FEB-2013,2,35766.0
28-FEB-2013,3,35401.5
28-FEB-2013,4,35051.5
28-FEB-2013,5,36381.5
28-FEB-2013,6,40428.0
28-FEB-2013,7,45482.0
28-FEB-2013,8,47175.5
28-FEB-2013,9,48509.5
28-FEB-2013,10,47896.5
28-FEB-2013,11,47463.5
28-FEB-2013,12,47038.0
28-FEB-2013,13,46431.5
28-FEB-2013,14,46028.0
28-FEB-2013,15,45565.5
28-FEB-2013,16,46826.5
28-FEB-2013,17,49228.0
28-FEB-2013,18,52013.5
28-FEB-2013,19,50398.0
28-FEB-2013,20,47406.0
28-FEB-2013,21,44193.5
28-FEB-2013,22,40127.0
28-FEB-2013,23,35976.5
01-MAR-2013,0,35917.0
01-MAR-2013,1,35853.5
01-MAR-2013,2,35064.0
01-MAR-2013,3,34339.5
01-MAR-2013,4,34189.0
01-MAR-2013,5,34744.0
01-MAR-2013,6,38498.0
01-MAR-2013,7,44204.0
01-MAR-2013,8,46349.5
01-MAR-2013,9,47283.5
01-MAR-2013,10,47467.5
01-MAR-2013,11,47001.0
01-MAR-2013,12,47138.0
01-MAR-2013,13,47200.5
01-MAR-2013,14,46861.0
01-MAR-2013,15,46410.0
01-MAR-2013,16,47638.5
01-MAR-2013,17,49489.5
01-MAR-2013,18,51420.0
01-MAR-2013,19,48940.0
01-MAR-2013,20,46464.0
01-MAR-2013,21,42434.0
01-MAR-2013,22,39700.0
01-MAR-2013,23,35379.5
02-MAR-2013,0,35004.5
02-MAR-2013,1,35140.0
02-MAR-2013,2,34419.5
02-MAR-2013,3,33287.0
02-MAR-2013,4,32440.5
02-MAR-2013,5,32157.5
02-MAR-2013,6,33123.5
02-MAR-2013,7,34447.5
02-MAR-2013,8,38176.0
02-MAR-2013,9,41162.5
02-MAR-2013,10,42048.5
02-MAR-2013,11,41894.0
02-MAR-2013,12,41399.0
02-MAR-2013,13,40118.0
02-MAR-2013,14,39125.5
02-MAR-2013,15,38871.0
02-MAR-2013,16,39822.5
02-MAR-2013,17,42853.5
02-MAR-2013,18,46342.0
02-MAR-2013,19,44819.0
02-MAR-2013,20,42384.0
02-MAR-2013,21,39897.5
02-MAR-2013,22,37335.5
02-MAR-2013,23,34847.5
03-MAR-2013,0,34483.0
03-MAR-2013,1,34031.5
03-MAR-2013,2,33403.0
03-MAR-2013,3,32593.5
03-MAR-2013,4,31477.0
03-MAR-2013,5,31093.0
03-MAR-2013,6,31296.5
03-MAR-2013,7,31162.5
03-MAR-2013,8,34320.0
03-MAR-2013,9,38075.5
03-MAR-2013,10,39894.0
03-MAR-2013,11,40616.0
03-MAR-2013,12,41006.5
03-MAR-2013,13,40531.5
03-MAR-2013,14,40334.0
03-MAR-2013,15,40350.0
03-MAR-2013,16,41292.0
03-MAR-2013,17,43517.0
03-MAR-2013,18,46112.0
03-MAR-2013,19,45029.5
03-MAR-2013,20,42306.5
03-MAR-2013,21,39274.5
03-MAR-2013,22,35768.0
03-MAR-2013,23,33622.0
04-MAR-2013,0,33565.5
04-MAR-2013,1,33674.0
04-MAR-2013,2,32791.5
04-MAR-2013,3,32328.0
04-MAR-2013,4,32230.5
04-MAR-2013,5,33225.0
04-MAR-2013,6,38093.0
04-MAR-2013,7,43771.5
04-MAR-2013,8,45311.5
04-MAR-2013,9,46519.0
04-MAR-2013,10,46472.0
04-MAR-2013,11,46077.5
04-MAR-2013,12,45664.0
04-MAR-2013,13,44620.0
04-MAR-2013,14,44091.0
04-MAR-2013,15,43968.0
04-MAR-2013,16,45386.5
04-MAR-2013,17,47508.5
04-MAR-2013,18,50845.5
04-MAR-2013,19,49553.5
04-MAR-2013,20,46597.0
04-MAR-2013,21,42793.5
04-MAR-2013,22,38393.0
04-MAR-2013,23,34928.5
05-MAR-2013,0,34778.5
05-MAR-2013,1,35126.5
05-MAR-2013,2,34577.5
05-MAR-2013,3,34058.5
05-MAR-2013,4,33406.0
05-MAR-2013,5,34172.5
05-MAR-2013,6,38434.0
05-MAR-2013,7,43656.5
05-MAR-2013,8,45653.0
05-MAR-2013,9,46317.5
05-MAR-2013,10,45762.5
05-MAR-2013,11,45146.5
05-MAR-2013,12,44522.0
05-MAR-2013,13,43745.0
05-MAR-2013,14,43029.0
05-MAR-2013,15,42860.5
05-MAR-2013,16,44352.5
05-MAR-2013,17,46532.0
05-MAR-2013,18,49931.0
05-MAR-2013,19,48881.5
05-MAR-2013,20,45812.0
05-MAR-2013,21,41877.0
05-MAR-2013,22,37527.0
05-MAR-2013,23,34289.5
06-MAR-2013,0,33836.5
06-MAR-2013,1,33695.0
06-MAR-2013,2,33003.0
06-MAR-2013,3,32062.5
06-MAR-2013,4,31343.0
06-MAR-2013,5,32248.0
06-MAR-2013,6,36501.0
06-MAR-2013,7,42263.5
06-MAR-2013,8,44367.5
06-MAR-2013,9,45627.0
06-MAR-2013,10,45702.0
06-MAR-2013,11,45700.0
06-MAR-2013,12,45637.0
06-MAR-2013,13,45245.0
06-MAR-2013,14,45028.5
06-MAR-2013,15,45024.5
06-MAR-2013,16,46701.0
06-MAR-2013,17,48492.0
06-MAR-2013,18,50079.0
06-MAR-2013,19,48436.0
06-MAR-2013,20,45414.0
06-MAR-2013,21,41564.0
06-MAR-2013,22,37269.0
06-MAR-2013,23,33730.5
07-MAR-2013,0,33403.0
07-MAR-2013,1,33386.5
07-MAR-2013,2,32585.5
07-MAR-2013,3,31922.5
07-MAR-2013,4,31084.0
07-MAR-2013,5,31807.5
07-MAR-2013,6,36043.0
07-MAR-2013,7,41901.5
07-MAR-2013,8,43927.0
07-MAR-2013,9,45359.5
07-MAR-2013,10,45514.0
07-MAR-2013,11,45666.5
07-MAR-2013,12,45631.5
07-MAR-2013,13,45099.5
07-MAR-2013,14,44877.0
07-MAR-2013,15,45150.0
07-MAR-2013,16,46837.5
07-MAR-2013,17,48426.5
07-MAR-2013,18,49781.5
07-MAR-2013,19,48099.5
07-MAR-2013,20,45204.0
07-MAR-2013,21,41339.5
07-MAR-2013,22,37096.0
07-MAR-2013,23,34116.5
08-MAR-2013,0,33563.5
08-MAR-2013,1,33189.5
08-MAR-2013,2,32519.0
08-MAR-2013,3,31421.0
08-MAR-2013,4,30531.5
08-MAR-2013,5,31633.0
08-MAR-2013,6,35325.5
08-MAR-2013,7,41391.5
08-MAR-2013,8,43966.5
08-MAR-2013,9,45180.0
08-MAR-2013,10,45501.5
08-MAR-2013,11,45767.5
08-MAR-2013,12,45914.5
08-MAR-2013,13,45680.5
08-MAR-2013,14,45242.5
08-MAR-2013,15,44662.5
08-MAR-2013,16,45893.5
08-MAR-2013,17,47198.5
08-MAR-2013,18,48402.0
08-MAR-2013,19,46662.0
08-MAR-2013,20,43421.0
08-MAR-2013,21,40033.5
08-MAR-2013,22,36786.0
08-MAR-2013,23,33548.0
09-MAR-2013,0,33070.5
09-MAR-2013,1,32857.0
09-MAR-2013,2,32007.5
09-MAR-2013,3,30760.5
09-MAR-2013,4,29609.0
09-MAR-2013,5,29684.5
09-MAR-2013,6,31135.5
09-MAR-2013,7,32701.5
09-MAR-2013,8,36715.5
09-MAR-2013,9,39850.5
09-MAR-2013,10,41048.5
09-MAR-2013,11,41158.0
09-MAR-2013,12,41085.0
09-MAR-2013,13,40424.0
09-MAR-2013,14,39963.0
09-MAR-2013,15,39619.5
09-MAR-2013,16,40486.0
09-MAR-2013,17,42991.5
09-MAR-2013,18,45215.0
09-MAR-2013,19,43733.0
09-MAR-2013,20,40854.5
09-MAR-2013,21,37974.0
09-MAR-2013,22,35334.5
09-MAR-2013,23,33209.0
10-MAR-2013,0,32893.5
10-MAR-2013,1,32191.0
10-MAR-2013,2,30845.5
10-MAR-2013,3,29913.0
10-MAR-2013,4,28596.0
10-MAR-2013,5,28186.5
10-MAR-2013,6,28737.0
10-MAR-2013,7,29069.0
10-MAR-2013,8,32576.0
10-MAR-2013,9,36676.5
10-MAR-2013,10,39131.0
10-MAR-2013,11,40236.5
10-MAR-2013,12,40915.5
10-MAR-2013,13,40742.5
10-MAR-2013,14,40415.0
10-MAR-2013,15,40364.0
10-MAR-2013,16,40754.0
10-MAR-2013,17,42055.5
10-MAR-2013,18,44625.5
10-MAR-2013,19,44554.5
10-MAR-2013,20,42552.5
10-MAR-2013,21,39794.0
10-MAR-2013,22,36281.0
10-MAR-2013,23,33472.5
11-MAR-2013,0,33194.0
11-MAR-2013,1,33101.5
11-MAR-2013,2,32540.5
11-MAR-2013,3,31907.0
11-MAR-2013,4,31342.5
11-MAR-2013,5,32476.0
11-MAR-2013,6,37584.0
11-MAR-2013,7,42987.5
11-MAR-2013,8,45660.0
11-MAR-2013,9,47751.5
11-MAR-2013,10,48421.0
11-MAR-2013,11,48993.0
11-MAR-2013,12,49130.0
11-MAR-2013,13,48916.0
11-MAR-2013,14,48876.5
11-MAR-2013,15,48825.5
11-MAR-2013,16,50160.5
11-MAR-2013,17,51141.5
11-MAR-2013,18,53603.5
11-MAR-2013,19,52714.0
11-MAR-2013,20,49481.5
11-MAR-2013,21,45315.5
11-MAR-2013,22,40592.5
11-MAR-2013,23,37075.5
12-MAR-2013,0,36868.0
12-MAR-2013,1,36903.0
12-MAR-2013,2,36331.0
12-MAR-2013,3,35720.5
12-MAR-2013,4,35098.5
12-MAR-2013,5,35871.5
12-MAR-2013,6,39772.5
12-MAR-2013,7,45242.5
12-MAR-2013,8,47372.0
12-MAR-2013,9,48854.5
12-MAR-2013,10,48794.0
12-MAR-2013,11,48714.0
12-MAR-2013,12,48778.5
12-MAR-2013,13,48370.5
12-MAR-2013,14,48087.0
12-MAR-2013,15,47955.0
12-MAR-2013,16,49389.5
12-MAR-2013,17,50876.0
12-MAR-2013,18,53394.0
12-MAR-2013,19,52620.5
12-MAR-2013,20,49626.0
12-MAR-2013,21,45395.0
12-MAR-2013,22,40455.0
12-MAR-2013,23,36394.5
13-MAR-2013,0,36445.5
13-MAR-2013,1,36445.5
13-MAR-2013,2,35859.5
13-MAR-2013,3,35317.5
13-MAR-2013,4,34673.0
13-MAR-2013,5,36339.0
13-MAR-2013,6,40200.0
13-MAR-2013,7,44972.5
13-MAR-2013,8,46313.5
13-MAR-2013,9,47079.0
13-MAR-2013,10,47043.5
13-MAR-2013,11,46946.5
13-MAR-2013,12,47063.0
13-MAR-2013,13,46764.5
13-MAR-2013,14,46693.5
13-MAR-2013,15,46698.0
13-MAR-2013,16,48061.0
13-MAR-2013,17,49375.5
13-MAR-2013,18,52021.0
13-MAR-2013,19,51838.0
13-MAR-2013,20,49200.0
13-MAR-2013,21,45066.0
13-MAR-2013,22,40439.5
13-MAR-2013,23,36938.0
14-MAR-2013,0,36740.0
14-MAR-2013,1,36762.5
14-MAR-2013,2,36146.0
14-MAR-2013,3,35597.5
14-MAR-2013,4,35432.0
14-MAR-2013,5,36477.5
14-MAR-2013,6,40436.5
14-MAR-2013,7,45633.0
14-MAR-2013,8,47422.0
14-MAR-2013,9,47509.0
14-MAR-2013,10,47013.5
14-MAR-2013,11,46861.0
14-MAR-2013,12,46801.5
14-MAR-2013,13,46185.0
14-MAR-2013,14,46005.5
14-MAR-2013,15,46002.0
14-MAR-2013,16,47543.0
14-MAR-2013,17,49070.0
14-MAR-2013,18,51450.5
14-MAR-2013,19,50722.0
